Date,0,1,2,3,4,Total
10/11/2018,13,8,13,12,,46
10/12/2018,9,10,13,14,,46
10/13/2018,11,9,14,7,,41
10/14/2018,5,14,11,9,,39
10/15/2018,11,13,15,7,,46
10/16/2018,7,5,7,8,,27
10/17/2018,15,9,15,9,,48
10/18/2018,10,7,8,11,,36
10/19/2018,10,14,13,12,,49
10/20/2018,6,13,17,20,,56
10/21/2018,16,10,6,16,,48
10/22/2018,9,3,9,13,,34
10/23/2018,15,13,10,9,,47
10/24/2018,8,3,17,12,,40
10/25/2018,15,10,12,9,,46
10/26/2018,11,5,17,11,,44
10/27/2018,12,3,17,14,,46
10/28/2018,12,12,18,31,,73
10/29/2018,9,9,12,12,,42
10/30/2018,12,6,9,11,,38
10/31/2018,9,7,14,18,,48
11/01/2018,13,12,13,17,,55
11/02/2018,17,18,13,15,,63
11/03/2018,18,6,16,22,,62
11/04/2018,23,13,20,22,,78
11/05/2018,15,11,11,17,,54
11/06/2018,8,20,11,12,,51
11/07/2018,8,8,8,10,,34
11/08/2018,12,14,11,15,,52
11/09/2018,11,11,12,10,,44
11/10/2018,15,8,12,25,,60
11/11/2018,19,10,13,13,,55
11/12/2018,17,8,10,10,,45
11/13/2018,17,15,8,14,,54
11/14/2018,8,9,12,16,,45
11/15/2018,15,10,8,15,,48
11/16/2018,11,9,12,7,,39
11/17/2018,14,16,11,20,,61
11/18/2018,14,12,17,14,,57
11/19/2018,12,8,7,15,,42
11/20/2018,13,15,15,21,,64
11/21/2018,18,7,14,17,,56
11/22/2018,14,10,10,15,,49
11/23/2018,12,9,17,26,,64
11/24/2018,15,11,14,14,,54
11/25/2018,11,14,17,12,,54
11/26/2018,16,10,9,12,,47
11/27/2018,13,12,15,16,,56
11/28/2018,8,13,9,12,,42
11/29/2018,5,7,10,15,,37
11/30/2018,7,16,17,16,,56
12/01/2018,16,15,7,24,,62
12/02/2018,19,15,19,17,,70
12/03/2018,10,12,14,17,,53
12/04/2018,10,11,9,15,,45
12/05/2018,13,9,15,20,,57
12/06/2018,9,12,19,22,,62
12/07/2018,11,10,17,13,,51
12/08/2018,25,10,18,17,,70
12/09/2018,10,8,13,16,,47
12/10/2018,13,3,12,13,,41
12/11/2018,15,6,11,13,,45
12/12/2018,13,9,14,8,,44
12/13/2018,7,11,15,13,,46
12/14/2018,10,14,10,12,,46
12/15/2018,13,11,14,14,,52
12/16/2018,11,13,13,12,,49
12/17/2018,8,15,16,15,,54
12/18/2018,12,11,15,9,,47
12/19/2018,15,7,12,16,,50
12/20/2018,14,12,9,18,,53
12/21/2018,7,15,9,17,,48
12/22/2018,11,14,17,18,,60
12/23/2018,16,14,15,13,,58
12/24/2018,15,11,11,12,,49
12/25/2018,11,15,14,13,,53
12/26/2018,13,8,19,19,,59
12/27/2018,15,5,8,12,,40
12/28/2018,9,7,18,13,,47
12/29/2018,10,11,9,23,,53
12/30/2018,6,2,3,6,,17
12/31/2018,7,1,5,7,,20
01/01/2019,31,13,21,40,,105
01/02/2019,16,16,10,17,,59
01/03/2019,9,13,21,18,,61
01/04/2019,11,11,21,16,,59
01/05/2019,17,8,11,13,,49
01/06/2019,18,13,11,13,,55
01/07/2019,17,15,12,11,,55
01/08/2019,13,12,10,8,,43
01/09/2019,11,7,15,13,,46
01/10/2019,12,12,16,15,,55
01/11/2019,11,12,10,18,,51
01/12/2019,21,14,23,19,,77
01/13/2019,17,13,18,20,,68
01/14/2019,17,13,11,22,,63
01/15/2019,10,9,13,18,,50
01/16/2019,10,6,11,14,,41
01/17/2019,18,8,21,11,,58
01/18/2019,8,6,13,14,,41
01/19/2019,16,17,17,23,,73
01/20/2019,15,12,17,21,,65
01/21/2019,12,18,14,10,,54
01/22/2019,11,10,12,17,,50
01/23/2019,7,10,7,12,,36
01/24/2019,9,17,15,16,,57
01/25/2019,18,15,16,15,,64
01/26/2019,15,16,19,24,,74
01/27/2019,21,10,25,29,,85
01/28/2019,14,10,8,18,,50
01/29/2019,13,7,18,12,,50
01/30/2019,15,11,22,19,,67
01/31/2019,18,13,19,20,,70
02/01/2019,20,11,19,13,,63
02/02/2019,15,13,20,23,,71
02/03/2019,13,7,20,25,,65
02/04/2019,18,11,23,19,,71
02/05/2019,20,11,17,14,,62
02/06/2019,11,24,17,14,,66
02/07/2019,13,8,15,26,,62
02/08/2019,7,20,20,19,,66
02/09/2019,11,14,15,23,,63
02/10/2019,12,15,24,21,,72
02/11/2019,21,14,17,17,,69
02/12/2019,19,2,16,16,,53
02/13/2019,14,16,10,5,,45
02/14/2019,7,5,14,10,,36
02/15/2019,18,16,11,25,,70
02/16/2019,14,10,15,17,,56
02/17/2019,18,10,21,15,,64
02/18/2019,16,7,13,20,,56
02/19/2019,15,11,13,13,,52
02/20/2019,17,24,20,16,,77
02/21/2019,7,7,18,13,,45
02/22/2019,20,14,21,23,,78
02/23/2019,13,11,9,12,,45
02/24/2019,18,8,21,16,,63
02/25/2019,12,12,14,11,,49
02/26/2019,10,15,14,17,,56
02/27/2019,15,17,11,21,,64
02/28/2019,12,9,15,13,,49
03/01/2019,14,11,16,19,,60
03/02/2019,19,10,20,14,,63
03/03/2019,20,15,17,21,,73
03/04/2019,13,8,12,12,,45
03/05/2019,14,17,12,12,,55
03/06/2019,17,8,13,19,,57
03/07/2019,16,20,14,16,,66
03/08/2019,9,12,12,20,,53
03/09/2019,11,8,28,24,,71
03/10/2019,9,12,18,21,,60
03/11/2019,12,9,11,20,,52
03/12/2019,10,14,19,11,,54
03/13/2019,11,12,16,21,,60
03/14/2019,12,12,21,14,,59
03/15/2019,13,10,16,17,,56
03/16/2019,19,5,13,18,,55
03/17/2019,12,16,12,15,,55
03/18/2019,9,15,20,21,,65
03/19/2019,19,5,17,38,,79
03/20/2019,16,13,17,14,,60
03/21/2019,9,16,13,13,,51
03/22/2019,7,9,16,17,,49
03/23/2019,10,9,16,11,,46
03/24/2019,16,14,16,18,,64
03/25/2019,12,17,7,8,,44
03/26/2019,11,22,14,17,,64
03/27/2019,13,9,18,11,,51
03/28/2019,7,11,7,7,,32
03/29/2019,8,8,16,15,,47
03/30/2019,23,7,16,15,,61
03/31/2019,12,6,14,21,,53
04/01/2019,14,12,9,19,,54
04/02/2019,12,10,7,17,,46
04/03/2019,10,9,11,27,,57
04/04/2019,15,10,17,16,,58
04/05/2019,14,19,15,10,,58
04/06/2019,17,10,15,11,,53
04/07/2019,15,12,20,16,,63
04/08/2019,15,9,11,9,,44
04/09/2019,16,16,16,16,,64
04/10/2019,18,19,32,12,,81
04/11/2019,17,13,22,12,,64
04/12/2019,17,18,20,25,,80
04/13/2019,17,21,32,25,,95
04/14/2019,18,12,18,25,,73
04/15/2019,22,12,17,32,,83
04/16/2019,20,13,18,16,,67
04/17/2019,10,12,10,14,,46
04/18/2019,14,14,19,10,,57
04/19/2019,8,6,12,10,,36
04/20/2019,11,8,12,11,,42
04/21/2019,11,17,12,13,,53
04/22/2019,12,12,14,12,,50
04/23/2019,7,11,18,6,,42
04/24/2019,12,13,15,11,,51
04/25/2019,9,10,22,13,,54
04/26/2019,10,9,20,15,,54
04/27/2019,12,14,15,18,,59
04/28/2019,12,9,16,20,,57
04/29/2019,9,6,11,6,,32
04/30/2019,7,12,14,10,,43
05/01/2019,11,10,16,19,,56
05/02/2019,13,14,16,20,,63
05/03/2019,7,10,20,21,,58
05/04/2019,14,11,27,16,,68
05/05/2019,17,15,17,10,,59
05/06/2019,8,10,13,13,,44
05/07/2019,7,12,12,15,,46
05/08/2019,7,10,17,14,,48
05/09/2019,12,13,19,11,,55
05/10/2019,8,6,11,13,,38
05/11/2019,18,12,16,14,,60
05/12/2019,12,14,9,10,,45
05/13/2019,10,5,11,4,,30
05/14/2019,17,12,13,19,,61
05/15/2019,17,13,13,9,,52
05/16/2019,10,15,20,13,,58
05/17/2019,9,9,19,17,,54
05/18/2019,10,14,13,18,,55
05/19/2019,16,7,13,13,,49
05/20/2019,12,12,11,12,,47
05/21/2019,14,14,8,11,,47
05/22/2019,3,12,11,2,,28
05/23/2019,7,8,12,14,,41
05/24/2019,7,11,13,16,,47
05/25/2019,14,9,15,10,,48
05/26/2019,9,5,15,18,,47
05/27/2019,15,8,15,8,,46
05/28/2019,9,13,13,7,,42
05/29/2019,13,6,10,13,,42
05/30/2019,9,11,8,9,,37
05/31/2019,9,11,8,14,,42
06/01/2019,8,8,14,19,,49
06/02/2019,11,15,10,21,,57
06/03/2019,18,6,11,14,,49
06/04/2019,8,12,13,10,,43
06/05/2019,10,13,19,15,,57
06/06/2019,6,3,12,13,,34
06/07/2019,9,11,14,20,,54
06/08/2019,17,13,20,11,,61
06/09/2019,14,12,16,20,,62
06/10/2019,13,9,12,14,,48
06/11/2019,11,10,15,12,,48
06/12/2019,15,19,14,14,,62
06/13/2019,11,9,12,18,,50
06/14/2019,15,8,12,9,,44
06/15/2019,16,8,12,25,,61
06/16/2019,17,12,9,30,,68
06/17/2019,8,12,11,16,,47
06/18/2019,10,9,17,9,,45
06/19/2019,6,7,10,9,,32
06/20/2019,15,14,15,11,,55
06/21/2019,14,11,10,18,,53
06/22/2019,12,6,21,17,,56
06/23/2019,15,8,18,8,,49
06/24/2019,12,10,16,14,,52
06/25/2019,5,7,9,15,,36
06/26/2019,12,12,11,11,,46
06/27/2019,8,8,11,12,,39
06/28/2019,14,18,13,14,,59
06/29/2019,17,11,12,20,,60
06/30/2019,11,7,13,11,,42
07/01/2019,10,8,13,11,,42
07/02/2019,17,8,31,25,,81
07/03/2019,11,9,9,15,,44
07/04/2019,16,7,13,11,,47
07/05/2019,12,7,10,9,,38
07/06/2019,10,14,17,16,,57
07/07/2019,9,7,10,19,,45
07/08/2019,16,10,14,10,,50
07/09/2019,10,14,12,14,,50
07/10/2019,11,9,8,13,,41
07/11/2019,7,16,8,13,,44
07/12/2019,15,12,15,16,,58
07/13/2019,14,10,28,16,,68
07/14/2019,10,8,15,13,,46
07/15/2019,13,12,14,11,,50
07/16/2019,11,11,7,12,,41
07/17/2019,9,20,14,10,,53
07/18/2019,10,12,18,11,,51
07/19/2019,11,6,11,11,,39
07/20/2019,12,4,17,13,,46
07/21/2019,12,11,11,14,,48
07/22/2019,9,15,7,14,,45
07/23/2019,11,10,9,15,,45
07/24/2019,14,3,11,12,,40
07/25/2019,17,8,7,10,,42
07/26/2019,12,6,9,13,,40
07/27/2019,10,6,16,20,,52
07/28/2019,12,6,14,16,,48
07/29/2019,11,11,14,11,,47
07/30/2019,16,12,13,13,,54
07/31/2019,12,9,12,9,,42
08/01/2019,16,8,15,13,,52
08/02/2019,13,9,10,16,,48
08/03/2019,12,13,12,20,,57
08/04/2019,13,8,12,14,,47
08/05/2019,11,7,11,6,,35
08/06/2019,8,13,11,8,,40
08/07/2019,5,8,10,5,,28
08/08/2019,11,7,10,6,,34
08/09/2019,4,11,12,12,,39
08/10/2019,13,23,13,24,,73
08/11/2019,10,12,11,14,,47
08/12/2019,15,6,11,14,,46
08/13/2019,18,6,15,10,,49
08/14/2019,6,15,10,11,,42
08/15/2019,10,9,10,6,,35
08/16/2019,11,12,9,18,,50
08/17/2019,16,10,14,12,,52
08/18/2019,16,4,12,18,,50
08/19/2019,9,9,11,12,,41
08/20/2019,6,14,14,13,,47
08/21/2019,8,7,10,9,,34
08/22/2019,10,7,8,9,,34
08/23/2019,18,15,12,6,,51
08/24/2019,8,8,16,14,,46
08/25/2019,6,14,16,14,,50
08/26/2019,12,14,14,17,,57
08/27/2019,8,7,9,8,,32
08/28/2019,15,10,8,10,,43
08/29/2019,12,11,9,12,,44
08/30/2019,13,11,9,9,,42
08/31/2019,15,9,13,15,,52
09/01/2019,11,6,9,15,,41
09/02/2019,13,14,6,9,,42
09/03/2019,8,7,12,7,,34
09/04/2019,10,6,6,10,,32
09/05/2019,7,7,9,21,,44
09/06/2019,8,7,16,14,,45
09/07/2019,11,13,15,9,,48
09/08/2019,18,16,16,17,,67
09/09/2019,6,6,5,15,,32
09/10/2019,13,8,14,14,,49
09/11/2019,8,8,15,14,,45
09/12/2019,11,4,14,13,,42
09/13/2019,10,12,13,10,,45
09/14/2019,12,9,12,13,,46
09/15/2019,12,10,9,6,,37
09/16/2019,9,14,14,18,,55
09/17/2019,11,12,10,7,,40
09/18/2019,13,13,16,7,,49
09/19/2019,5,12,11,13,,41
09/20/2019,4,6,9,14,,33
09/21/2019,11,14,15,15,,55
09/22/2019,14,4,12,13,,43
09/23/2019,12,11,8,14,,45
09/24/2019,11,7,13,8,,39
09/25/2019,6,6,9,10,,31
09/26/2019,8,16,14,12,,50
09/27/2019,9,7,18,10,,44
09/28/2019,15,9,9,17,,50
09/29/2019,16,7,12,18,,53
09/30/2019,10,14,10,20,,54
10/01/2019,9,13,6,22,,50
10/02/2019,15,8,8,14,,45
10/03/2019,18,10,13,6,,47
10/04/2019,12,15,12,15,,54
10/05/2019,10,8,10,11,,39
10/06/2019,15,9,9,17,,50
10/07/2019,9,14,10,12,,45
10/08/2019,7,12,6,19,,44
10/09/2019,12,10,15,7,,44
10/10/2019,13,9,11,10,,43
10/11/2019,14,5,10,12,,41
10/12/2019,11,16,16,16,,59
10/13/2019,12,8,11,9,,40
10/14/2019,6,11,15,12,,44
10/15/2019,11,11,19,11,,52
10/16/2019,13,10,11,17,,51
10/17/2019,9,7,19,17,,52
10/18/2019,9,11,7,12,,39
10/19/2019,10,10,14,11,,45
10/20/2019,9,16,17,13,,55
10/21/2019,11,13,16,9,,49
10/22/2019,12,6,8,10,,36
10/23/2019,11,14,9,14,,48
10/24/2019,8,11,10,9,,38
10/25/2019,9,10,15,11,,45
10/26/2019,15,7,13,10,,45
10/27/2019,8,12,14,14,,48
10/28/2019,13,11,19,8,,51
10/29/2019,12,8,17,13,,50
10/30/2019,13,6,12,9,,40
10/31/2019,14,13,10,16,,53
11/01/2019,14,14,8,14,,50
11/02/2019,13,11,14,20,,58
11/03/2019,11,11,10,13,,45
11/04/2019,12,14,20,12,,58
11/05/2019,10,11,6,6,,33
11/06/2019,12,18,13,9,,52
11/07/2019,11,8,12,15,,46
11/08/2019,14,10,15,23,,62
11/09/2019,10,9,19,11,,49
11/10/2019,17,11,13,26,,67
11/11/2019,12,7,12,14,,45
11/12/2019,13,8,24,17,,62
11/13/2019,6,12,16,12,,46
11/14/2019,20,6,10,10,,46
11/15/2019,13,12,7,16,,48
11/16/2019,14,11,10,13,,48
11/17/2019,7,8,10,21,,46
11/18/2019,12,10,17,20,,59
11/19/2019,8,8,18,18,,52
11/20/2019,12,10,14,11,,47
11/21/2019,9,13,8,17,,47
11/22/2019,18,14,18,14,,64
11/23/2019,11,12,19,6,,48
11/24/2019,14,13,13,17,,57
11/25/2019,12,15,14,13,,54
11/26/2019,10,8,13,13,,44
11/27/2019,11,14,18,11,,54
11/28/2019,11,15,17,13,,56
11/29/2019,11,9,16,14,,50
11/30/2019,17,17,19,11,,64
12/01/2019,14,15,16,19,,64
12/02/2019,6,11,17,9,,43
12/03/2019,9,9,9,13,,40
12/04/2019,9,8,13,10,,40
12/05/2019,17,7,19,10,,53
12/06/2019,12,12,13,16,,53
12/07/2019,17,17,16,21,,71
12/08/2019,17,13,14,9,,53
12/09/2019,13,13,9,8,,43
12/10/2019,9,8,16,20,,53
12/11/2019,12,15,12,9,,48
12/12/2019,13,7,12,11,,43
12/13/2019,12,15,17,19,,63
12/14/2019,12,12,13,24,,61
12/15/2019,22,9,14,20,,65
12/16/2019,9,10,13,15,,47
12/17/2019,13,7,21,18,,59
12/18/2019,15,12,9,12,,48
12/19/2019,15,15,24,12,,66
12/20/2019,9,13,10,12,,44
12/21/2019,15,17,13,15,,60
12/22/2019,13,9,20,14,,56
12/23/2019,18,18,16,14,,66
12/24/2019,11,14,15,15,,55
12/25/2019,15,11,9,12,,47
12/26/2019,14,8,13,17,,52
12/27/2019,13,9,12,12,,46
12/28/2019,13,7,15,11,,46
12/29/2019,6,6,8,14,,34
12/30/2019,8,1,11,7,,27
12/31/2019,6,8,3,13,,30
01/01/2020,15,14,18,30,,77
01/02/2020,17,14,15,17,,63
01/03/2020,9,17,17,10,,53
01/04/2020,7,9,13,6,,35
01/05/2020,9,9,16,15,,49
01/06/2020,10,19,11,11,,51
01/07/2020,11,9,7,5,,32
01/08/2020,14,7,16,4,,41
01/09/2020,9,11,17,13,,50
01/10/2020,7,10,18,15,,50
01/11/2020,17,11,9,14,,51
01/12/2020,17,5,12,15,,49
01/13/2020,8,16,10,7,,41
01/14/2020,15,14,15,14,,58
01/15/2020,9,17,8,16,,50
01/16/2020,13,11,14,17,,55
01/17/2020,17,9,14,9,,49
01/18/2020,13,10,13,15,,51
01/19/2020,16,8,11,16,,51
01/20/2020,17,14,17,13,,61
01/21/2020,14,15,7,13,,49
01/22/2020,9,10,14,17,,50
01/23/2020,14,18,14,11,,57
01/24/2020,14,13,15,28,,70
01/25/2020,18,15,18,19,,70
01/26/2020,17,15,9,12,,53
01/27/2020,18,12,12,18,,60
01/28/2020,6,19,15,10,,50
01/29/2020,13,11,12,20,,56
01/30/2020,17,15,12,6,,50
01/31/2020,12,5,16,11,,44
02/01/2020,16,14,18,13,,61
02/02/2020,18,14,18,12,,62
02/03/2020,14,8,18,15,,55
02/04/2020,13,6,18,12,,49
02/05/2020,12,19,18,15,,64
02/06/2020,13,10,11,7,,41
02/07/2020,11,21,19,11,,62
02/08/2020,12,14,12,21,,59
02/09/2020,11,11,10,13,,45
02/10/2020,9,12,16,13,,50
02/11/2020,15,12,16,7,,50
02/12/2020,14,12,13,15,,54
02/13/2020,14,13,15,21,,63
02/14/2020,11,11,13,6,,41
02/15/2020,9,15,23,23,,70
02/16/2020,9,9,16,16,,50
02/17/2020,15,8,18,13,,54
02/18/2020,17,11,10,10,,48
02/19/2020,18,15,12,11,,56
02/20/2020,17,21,15,8,,61
02/21/2020,14,12,18,12,,56
02/22/2020,13,12,18,8,,51
02/23/2020,11,11,23,14,,59
02/24/2020,14,14,12,11,,51
02/25/2020,15,9,13,12,,49
02/26/2020,13,11,13,8,,45
02/27/2020,14,7,8,10,,39
02/28/2020,14,12,15,15,,56
03/01/2020,34,29,33,36,,132
03/02/2020,7,20,16,11,,54
03/03/2020,18,13,20,18,,69
03/04/2020,20,17,20,9,,66
03/05/2020,16,20,7,10,,53
03/06/2020,18,17,13,9,,57
03/07/2020,14,16,15,17,,62
03/08/2020,19,10,26,17,,72
03/09/2020,23,10,9,22,,64
03/10/2020,11,16,13,14,,54
03/11/2020,15,13,13,12,,53
03/12/2020,16,8,14,12,,50
03/13/2020,11,18,9,13,,51
03/14/2020,15,17,19,14,,65
03/15/2020,14,8,15,16,,53
03/16/2020,24,7,11,11,,53
03/17/2020,10,9,3,15,,37
03/18/2020,16,5,14,8,,43
03/19/2020,11,13,21,17,,62
03/20/2020,9,7,17,10,,43
03/21/2020,18,8,7,17,,50
03/22/2020,10,11,15,15,,51
03/23/2020,11,10,14,10,,45
03/24/2020,12,7,11,9,,39
03/25/2020,7,7,15,11,,40
03/26/2020,6,9,11,10,,36
03/27/2020,10,2,6,11,,29
03/28/2020,12,7,13,10,,42
03/29/2020,15,8,9,7,,39
03/30/2020,8,8,11,8,,35
03/31/2020,10,10,9,9,,38
04/01/2020,12,7,13,13,,45
04/02/2020,7,4,21,8,,40
04/03/2020,10,8,10,8,,36
04/04/2020,7,7,6,11,,31
04/05/2020,10,10,8,11,,39
04/06/2020,6,6,6,5,,23
04/07/2020,11,8,13,8,,40
04/08/2020,3,5,8,6,,22
04/09/2020,5,10,8,6,,29
04/10/2020,6,6,6,1,,19
04/11/2020,7,4,9,4,,24
04/12/2020,8,5,9,8,,30
04/13/2020,7,12,9,2,,30
04/14/2020,8,4,2,9,,23
04/15/2020,9,5,9,6,,29
04/16/2020,7,5,16,5,,33
04/17/2020,4,8,6,6,,24
04/18/2020,6,2,8,3,,19
04/19/2020,8,10,4,4,,26
04/20/2020,6,11,9,7,,33
04/21/2020,7,8,6,5,,26
04/22/2020,6,7,7,6,,26
04/23/2020,10,8,8,7,,33
04/24/2020,7,6,6,11,,30
04/25/2020,5,2,8,6,,21
04/26/2020,10,10,5,2,,27
04/27/2020,9,11,11,5,,36
04/28/2020,12,12,8,7,,39
04/29/2020,5,8,8,8,,29
04/30/2020,8,6,14,3,,31
05/01/2020,5,9,11,8,,33
05/02/2020,13,3,11,7,,34
05/03/2020,8,12,16,7,,43
05/04/2020,6,10,22,11,,49
05/05/2020,10,8,17,9,,44
05/06/2020,12,9,8,7,,36
05/07/2020,9,11,14,3,,37
05/08/2020,9,10,13,7,,39
05/09/2020,10,15,16,13,,54
05/10/2020,10,13,7,9,,39
05/11/2020,13,9,9,14,,45
05/12/2020,13,8,11,7,,39
05/13/2020,4,13,12,3,,32
05/14/2020,7,6,17,16,,46
05/15/2020,10,10,5,9,,34
05/16/2020,11,11,7,8,,37
05/17/2020,8,10,15,8,,41
05/18/2020,6,9,8,17,,40
05/19/2020,11,7,15,10,,43
05/20/2020,6,10,3,9,,28
05/21/2020,9,7,12,8,,36
05/22/2020,11,10,10,13,,44
05/23/2020,6,4,15,13,,38
05/24/2020,11,10,16,8,,45
05/25/2020,5,7,4,8,,24
05/26/2020,8,10,9,12,,39
05/27/2020,13,8,11,9,,41
05/28/2020,13,11,15,4,,43
05/29/2020,7,17,14,13,,51
05/30/2020,9,16,11,10,,46
05/31/2020,16,10,9,17,,52
06/01/2020,8,14,15,8,,45
06/02/2020,6,11,11,13,,41
06/03/2020,6,6,12,8,,32
06/04/2020,6,13,12,12,,43
06/05/2020,11,19,12,6,,48
06/06/2020,12,11,13,5,,41
06/07/2020,10,9,8,7,,34
06/08/2020,10,12,12,4,,38
06/09/2020,13,14,5,8,,40
06/10/2020,6,7,11,7,,31
06/11/2020,11,13,10,15,,49
06/12/2020,7,4,13,15,,39
06/13/2020,5,10,16,9,,40
06/14/2020,9,8,10,10,,37
06/15/2020,11,12,5,8,,36
06/16/2020,10,9,10,9,,38
06/17/2020,12,12,12,8,,44
06/18/2020,9,12,9,9,,39
06/19/2020,11,7,7,10,,35
06/20/2020,8,11,14,6,,39
06/21/2020,13,5,13,11,,42
06/22/2020,10,12,10,13,,45
06/23/2020,9,10,10,7,,36
06/24/2020,13,11,22,17,,63
06/25/2020,9,9,13,10,,41
06/26/2020,9,6,8,9,,32
06/27/2020,12,8,12,11,,43
06/28/2020,12,7,11,14,,44
06/29/2020,9,12,13,15,,49
06/30/2020,5,12,9,18,,44
07/01/2020,10,6,8,13,,37
07/02/2020,12,9,16,9,,46
07/03/2020,12,4,14,8,,38
07/04/2020,8,15,17,9,,49
07/05/2020,11,7,8,14,,40
07/06/2020,8,13,16,21,,58
07/07/2020,5,6,6,8,,25
07/08/2020,6,6,10,9,,31
07/09/2020,9,14,10,6,,39
07/10/2020,12,5,15,14,,46
07/11/2020,9,11,13,13,,46
07/12/2020,9,2,6,10,,27
07/13/2020,9,11,8,11,,39
07/14/2020,11,6,17,10,,44
07/15/2020,6,10,10,10,,36
07/16/2020,13,8,10,7,,38
07/17/2020,14,15,17,14,,60
07/18/2020,10,9,13,10,,42
07/19/2020,10,9,13,9,1,42
07/20/2020,14,12,15,11,,52
07/21/2020,13,6,9,21,,49
07/22/2020,9,20,10,15,,54
07/23/2020,7,8,11,6,,32
07/24/2020,14,16,10,13,,53
07/25/2020,10,13,20,17,,60
07/26/2020,11,14,14,23,,62
07/27/2020,16,11,10,16,,53
07/28/2020,10,15,11,12,,48
07/29/2020,16,10,11,9,,46
07/30/2020,13,12,8,10,,43
07/31/2020,8,5,12,16,,41
08/01/2020,14,14,11,14,,53
08/02/2020,17,4,10,12,,43
08/03/2020,12,9,8,12,,41
08/04/2020,7,5,11,13,,36
08/05/2020,14,11,6,10,,41
08/06/2020,11,8,11,12,,42
08/07/2020,15,11,13,13,,52
08/08/2020,21,9,11,20,,61
08/09/2020,18,12,11,20,,61
08/10/2020,13,9,17,13,,52
08/11/2020,10,10,14,15,,49
08/12/2020,11,9,9,14,,43
08/13/2020,9,5,8,8,,30
08/14/2020,17,6,8,13,,44
08/15/2020,12,16,13,14,,55
08/16/2020,11,8,17,10,,46
08/17/2020,10,6,13,16,,45
08/18/2020,11,6,11,10,,38
08/19/2020,8,6,10,15,,39
08/20/2020,9,7,10,11,,37
08/21/2020,6,12,16,8,,42
08/22/2020,9,11,16,16,,52
08/23/2020,18,6,9,16,,49
08/24/2020,14,7,3,7,,31
08/25/2020,14,18,8,6,,46
08/26/2020,17,12,12,7,,48
08/27/2020,8,16,13,8,,45
08/28/2020,9,12,12,9,,42
08/29/2020,19,11,13,16,,59
08/30/2020,15,9,15,15,,54
08/31/2020,8,13,14,8,,43
09/01/2020,8,10,10,12,,40
09/02/2020,15,17,21,11,,64
09/03/2020,9,10,8,12,,39
09/04/2020,12,10,8,13,,43
09/05/2020,16,11,15,13,,55
09/06/2020,15,8,15,11,,49
09/07/2020,9,3,16,6,,34
09/08/2020,6,10,6,14,,36
09/09/2020,10,5,13,5,,33
09/10/2020,12,9,10,13,,44
09/11/2020,12,13,10,12,,47
09/12/2020,6,9,13,12,,40
09/13/2020,9,9,18,13,,49
09/14/2020,8,17,12,9,,46
09/15/2020,10,9,15,12,,46
09/16/2020,8,10,9,17,,44
09/17/2020,12,7,11,10,,40
09/18/2020,10,7,12,16,,45
09/19/2020,11,13,12,11,,47
09/20/2020,14,12,8,11,,45
09/21/2020,12,14,12,8,,46
09/22/2020,11,11,15,7,,44
09/23/2020,11,14,14,10,,49
09/24/2020,11,9,8,13,,41
09/25/2020,10,10,16,17,,53
09/26/2020,9,12,13,17,,51
09/27/2020,16,10,9,10,,45
09/28/2020,10,12,9,9,,40
09/29/2020,11,7,14,15,,47
09/30/2020,15,14,7,17,,53
10/01/2020,18,17,11,16,,62
10/02/2020,10,6,18,12,,46
10/03/2020,14,5,14,17,,50
10/04/2020,14,11,17,15,,57
10/05/2020,12,17,11,13,,53
10/06/2020,15,8,8,12,,43
10/07/2020,15,14,13,14,,56
10/08/2020,16,10,13,9,,48
10/09/2020,9,9,10,16,,44
10/10/2020,10,13,8,23,,54
10/11/2020,22,13,13,15,,63
10/12/2020,9,9,18,14,,50
10/13/2020,8,6,11,14,,39
10/14/2020,10,12,12,12,,46
10/15/2020,19,8,16,3,,46
10/16/2020,13,13,7,13,,46
10/17/2020,12,11,12,7,,42
10/18/2020,15,10,16,14,,55
10/19/2020,5,8,9,13,,35
10/20/2020,10,5,13,11,,39
10/21/2020,15,11,15,14,,55
10/22/2020,9,10,16,14,,49
10/23/2020,16,10,13,15,,54
10/24/2020,10,15,16,17,,58
10/25/2020,13,18,11,21,,63
10/26/2020,15,12,12,21,,60
10/27/2020,18,8,5,15,,46
10/28/2020,15,8,10,8,,41
10/29/2020,12,4,16,13,,45
10/30/2020,12,16,21,12,,61
10/31/2020,19,7,12,14,,52
11/01/2020,13,18,18,19,,68
11/02/2020,10,14,19,12,,55
11/03/2020,8,11,14,16,,49
11/04/2020,10,6,8,12,,36
11/05/2020,6,12,13,10,,41
11/06/2020,15,12,11,17,,55
11/07/2020,15,3,11,21,,50
11/08/2020,10,8,19,21,,58
11/09/2020,9,14,14,7,,44
11/10/2020,10,15,19,18,,62
11/11/2020,3,11,15,11,,40
11/12/2020,9,8,14,12,,43
11/13/2020,13,17,9,10,,49
11/14/2020,22,14,14,13,,63
11/15/2020,24,10,9,21,,64
11/16/2020,15,16,17,19,,67
11/17/2020,9,17,9,9,,44
11/18/2020,11,12,21,19,,63
11/19/2020,15,12,11,14,,52
11/20/2020,13,12,18,15,,58
11/21/2020,19,15,13,23,,70
11/22/2020,15,8,17,13,,53
11/23/2020,16,20,14,22,,72
11/24/2020,13,15,9,11,,48
11/25/2020,10,9,17,16,,52
